timestamp,message,data
2025-07-05T18:27:46.399Z,"📹 Video added to raw queue","{""videoId"":""raw-video-1751740066399-1093650"",""originalId"":1093650,""duration"":9,""quality"":""hd"",""queueLength"":1,""blobCached"":true,""blobSize"":5748813}"
2025-07-05T18:27:46.532Z,"📹 Video added to raw queue","{""videoId"":""raw-video-1751740066532-2335977"",""originalId"":2335977,""duration"":10,""quality"":""hd"",""queueLength"":1,""blobCached"":true,""blobSize"":6523988}"
2025-07-05T18:27:47.038Z,"📹 Video added to raw queue","{""videoId"":""raw-video-1751740067038-1531418"",""originalId"":1531418,""duration"":15,""quality"":""hd"",""queueLength"":1,""blobCached"":true,""blobSize"":10644162}"
2025-07-05T18:27:47.533Z,"📹 Fetching raw video from Pexels","{""timestamp"":882.5450000166893}"
2025-07-05T18:27:47.533Z,"🎵 Fetching raw audio from Freesound","{""timestamp"":882.8550000190735}"
2025-07-05T18:27:47.533Z,"📹 Fetching raw video from Pexels","{""timestamp"":883.1200000047684}"
2025-07-05T18:27:47.533Z,"🎵 Fetching raw audio from Freesound","{""timestamp"":883.3100000023842}"
2025-07-05T18:27:47.534Z,"📹 Fetching raw video from Pexels","{""timestamp"":883.5900000035763}"
2025-07-05T18:27:47.534Z,"🎵 Fetching raw audio from Freesound","{""timestamp"":883.7750000059605}"
2025-07-05T18:27:47.534Z,"📹 Fetching raw video from Pexels","{""timestamp"":884.0400000214577}"
2025-07-05T18:27:47.534Z,"🎵 Fetching raw audio from Freesound","{""timestamp"":884.2199999988079}"
2025-07-05T18:27:47.535Z,"📹 Fetching raw video from Pexels","{""timestamp"":884.4699999988079}"
2025-07-05T18:27:47.535Z,"🎵 Fetching raw audio from Freesound","{""timestamp"":884.8250000178814}"
2025-07-05T18:27:47.535Z,"📹 Fetching raw video from Pexels","{""timestamp"":885.1150000095367}"
2025-07-05T18:27:47.535Z,"🎵 Fetching raw audio from Freesound","{""timestamp"":885.3000000119209}"
2025-07-05T18:27:47.536Z,"🚀 ForeverMosh component mounted","{""timestamp"":""2025-07-05T18:27:47.536Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36""}"
